sa4_code,sa4_name,state,sa3_code,sa3_name,service_count,fee_per_hr,prc_growth_since_last_yr,number_of_services_above_cap,prc_services_above_the_cap,year
309,Gold Coast,QLD,30907,"Ormeau -
Oxenford",64,10.46,6.6322973482138,1,1.5625,2022
309,Gold Coast,QLD,30908,Robina,19,10.8,6.50930884275174,1,5.26315789473684,2022
309,Gold Coast,QLD,30909,Southport,30,10.38,6.14843885085001,0,0,2022
309,Gold Coast,QLD,30910,Surfers Paradise,12,10.75,5.51248944484814,2,16.6666666666667,2022
310,Ipswich,QLD,31001,"Forest Lake -
Oxley",25,10.12,6.29824472460524,0,0,2022
310,Ipswich,QLD,31002,"Ipswich
Hinterland",19,9.7,8.21243740674546,0,0,2022
310,Ipswich,QLD,31003,Ipswich Inner,45,10.25,6.7370089234878,2,4.44444444444445,2022
310,Ipswich,QLD,31004,"Springfield -
Redbank",49,10.56,7.20858086298571,0,0,2022
311,"Logan -
Beaudesert",QLD,31101,Beaudesert,<5,NA,0,0,0,2022
311,"Logan -
Beaudesert",QLD,31102,Beenleigh,18,9.8,6.47913522649491,0,0,2022
311,"Logan -
Beaudesert",QLD,31103,Browns Plains,36,10.02,5.98548875973255,1,2.77777777777778,2022
311,"Logan -
Beaudesert",QLD,31104,Jimboomba,16,9.68,8.15525367916839,0,0,2022
311,"Logan -
Beaudesert",QLD,31105,"Loganlea -
Carbrook",35,9.89,6.26202558349156,0,0,2022
311,"Logan -
Beaudesert",QLD,31106,"Springwood -
Kingston",39,9.92,6.48826173602654,0,0,2022
312,"Mackay - Isaac -
Whitsunday",QLD,31201,"Bowen Basin -
North",10,8.48,-1.6848401495007,0,0,2022
312,"Mackay - Isaac -
Whitsunday",QLD,31202,Mackay,33,10.36,5.27777418661758,0,0,2022
312,"Mackay - Isaac -
Whitsunday",QLD,31203,Whitsunday,8,10,6.31110071962518,0,0,2022
313,"Moreton Bay -
North",QLD,31301,"Bribie -
Beachmere",7,10.62,5.9539550550271,0,0,2022
313,"Moreton Bay -
North",QLD,31302,Caboolture,33,10.11,7.91722683971593,0,0,2022
313,"Moreton Bay -
North",QLD,31303,"Caboolture
Hinterland",<5,NA,0,0,0,2022
313,"Moreton Bay -
North",QLD,31304,"Narangba -
Burpengary",24,10.38,8.4314092437238,1,4.16666666666667,2022
313,"Moreton Bay -
North",QLD,31305,Redcliffe,20,10.55,6.54401626093571,0,0,2022
314,"Moreton Bay -
South",QLD,31401,The Hills District,32,10.15,6.79771853000685,0,0,2022
314,"Moreton Bay -
South",QLD,31402,North Lakes,35,10.84,6.41889413309759,1,2.85714285714286,2022
314,"Moreton Bay -
South",QLD,31403,Strathpine,14,10.08,5.55021848752061,0,0,2022
315,"Queensland -
Outback",QLD,31501,Far North,14,5.39,11.5822056923573,0,0,2022
315,"Queensland -
Outback",QLD,31502,Outback - North,11,9.63,12.6459062210588,0,0,2022
315,"Queensland -
Outback",QLD,31503,Outback - South,9,7.97,-2.1407278403051,0,0,2022
316,Sunshine Coast,QLD,31601,Buderim,22,10.86,5.67528608848194,0,0,2022
316,Sunshine Coast,QLD,31602,Caloundra,26,10.93,7.21184033374994,1,3.84615384615385,2022
316,Sunshine Coast,QLD,31603,Maroochy,20,10.57,3.70517767294508,1,5,2022
316,Sunshine Coast,QLD,31605,Noosa,14,10.77,6.13248619803454,0,0,2022
316,Sunshine Coast,QLD,31606,"Sunshine Coast
Hinterland",10,10.09,5.95407388424787,0,0,2022
316,Sunshine Coast,QLD,31607,Nambour,19,10.75,8.84413316719797,1,5.26315789473684,2022
316,Sunshine Coast,QLD,31608,Noosa Hinterland,5,10.32,8.58303461739116,0,0,2022
317,Toowoomba,QLD,31701,Toowoomba,60,10.27,5.5373750304117,1,1.66666666666667,2022
318,Townsville,QLD,31801,"Charters Towers -
Ayr - Ingham",12,7.87,6.90641130127683,0,0,2022
318,Townsville,QLD,31802,Townsville,87,10.18,5.74832031572155,0,0,2022
319,Wide Bay,QLD,31901,Bundaberg,28,9.89,6.4731552797429,0,0,2022
319,Wide Bay,QLD,31902,Burnett,16,9.33,4.73106267244074,1,6.25,2022
319,Wide Bay,QLD,31903,"Gympie -
Cooloola",15,9.62,5.11400421366623,0,0,2022
319,Wide Bay,QLD,31904,Hervey Bay,18,9.96,5.53722639258123,0,0,2022
319,Wide Bay,QLD,31905,Maryborough,9,10,5.2740442192471,0,0,2022
401,"Adelaide -
Central and Hills",SA,40101,Adelaide City,13,11.42,3.39943027008876,2,15.3846153846154,2022
401,"Adelaide -
Central and Hills",SA,40102,Adelaide Hills,21,10.92,3.92063821980359,1,4.76190476190476,2022
401,"Adelaide -
Central and Hills",SA,40103,Burnside,14,11.51,3.23227877684735,4,28.5714285714286,2022
401,"Adelaide -
Central and Hills",SA,40104,"Campbelltown
(SA)",12,11.47,2.67069433143475,2,16.6666666666667,2022
401,"Adelaide -
Central and Hills",SA,40105,"Norwood -
Payneham - St
Peters",16,12,4.69429533477808,4,25,2022
401,"Adelaide -
Central and Hills",SA,40106,"Prospect -
Walkerville",10,11.97,1.84198945534222,2,20,2022
401,"Adelaide -
Central and Hills",SA,40107,Unley,18,11.77,1.71125879254814,5,27.7777777777778,2022
402,Adelaide - North,SA,40201,"Gawler - Two
Wells",12,11.47,5.80579198373549,2,16.6666666666667,2022
402,Adelaide - North,SA,40202,Playford,28,11.02,10.0363840385435,1,3.57142857142857,2022
402,Adelaide - North,SA,40203,"Port Adelaide -
East",17,11.09,5.01308404970828,0,0,2022
402,Adelaide - North,SA,40204,Salisbury,35,10.61,4.3400391590089,0,0,2022
402,Adelaide - North,SA,40205,Tea Tree Gully,23,10.88,5.83842746938984,1,4.34782608695652,2022
403,Adelaide - South,SA,40301,Holdfast Bay,13,11.34,9.60538206647259,0,0,2022
403,Adelaide - South,SA,40302,Marion,24,11.06,4.35663815315867,2,8.33333333333333,2022
403,Adelaide - South,SA,40303,Mitcham,19,11.76,3.29965797525236,3,15.7894736842105,2022
403,Adelaide - South,SA,40304,Onkaparinga,49,10.52,5.36601584362459,0,0,2022
404,Adelaide - West,SA,40401,Charles Sturt,24,10.96,4.60800572689851,1,4.16666666666667,2022
404,Adelaide - West,SA,40402,"Port Adelaide -
West",13,10.74,6.62611503001665,1,7.69230769230769,2022
404,Adelaide - West,SA,40403,West Torrens,25,11.53,5.31670410047818,0,0,2022
405,"Barossa - Yorke
- Mid North",SA,40501,Barossa,9,10.87,4.22641879232093,0,0,2022
405,"Barossa - Yorke
- Mid North",SA,40502,Lower North,7,8.82,2.89706599898528,0,0,2022
405,"Barossa - Yorke
- Mid North",SA,40503,Mid North,7,8.6,0.99190681535975,0,0,2022
405,"Barossa - Yorke
- Mid North",SA,40504,Yorke Peninsula,<5,NA,0,0,0,2022
406,"South Australia -
Outback",SA,40601,"Eyre Peninsula
and South West",16,9.57,1.39471912891155,1,6.25,2022
406,"South Australia -
Outback",SA,40602,"Outback - North
and East",6,9.77,8.02387802721004,0,0,2022
407,"South Australia -
South East",SA,40701,"Fleurieu -
Kangaroo Island",13,10.21,3.7091226803176,1,7.69230769230769,2022
407,"South Australia -
South East",SA,40702,Limestone Coast,15,9.86,3.48379124262476,0,0,2022
407,"South Australia -
South East",SA,40703,"Murray and
Mallee",16,10.25,4.39527276107478,1,6.25,2022
501,Bunbury,WA,50101,"Augusta -
Margaret River -
Busselton",16,11.72,3.36836893765454,3,18.75,2022
501,Bunbury,WA,50102,Bunbury,25,10.91,5.22955650428746,0,0,2022
501,Bunbury,WA,50103,Manjimup,9,10.57,4.49184160452107,1,11.1111111111111,2022
502,Mandurah,WA,50201,Mandurah,27,10.31,10.0325220484778,0,0,2022
503,Perth - Inner,WA,50301,"Cottesloe -
Claremont",21,13.34,5.06458905118665,18,85.7142857142857,2022
503,Perth - Inner,WA,50302,Perth City,40,12.71,4.87208284691951,26,65,2022
504,"Perth - North
East",WA,50401,"Bayswater -
Bassendean",24,10.99,3.8746962399339,3,12.5,2022
504,"Perth - North
East",WA,50402,Mundaring,9,10.53,6.36561235533721,1,11.1111111111111,2022
504,"Perth - North
East",WA,50403,Swan,41,10.86,5.97800958689393,3,7.31707317073171,2022
505,"Perth - North
West",WA,50501,Joondalup,47,11.47,5.26207907496199,7,14.8936170212766,2022
505,"Perth - North
West",WA,50502,Stirling,54,12.2,5.06972003605452,24,44.4444444444444,2022
505,"Perth - North
West",WA,50503,Wanneroo,69,10.97,6.150658193067,2,2.89855072463768,2022
506,"Perth - South
East",WA,50601,Armadale,25,10.32,4.99319363458283,2,8,2022
506,"Perth - South
East",WA,50602,"Belmont - Victoria
Park",17,11.21,5.41314552497197,0,0,2022
506,"Perth - South
East",WA,50603,Canning,25,11.48,6.72035554707529,2,8,2022
506,"Perth - South
East",WA,50604,Gosnells,38,11.16,5.5417896916768,2,5.26315789473684,2022
506,"Perth - South
East",WA,50605,Kalamunda,13,11.27,6.45845312854256,2,15.3846153846154,2022
506,"Perth - South
East",WA,50606,"Serpentine -
Jarrahdale",9,10.79,8.30290337174452,0,0,2022
506,"Perth - South
East",WA,50607,South Perth,18,12.28,5.54717971976222,9,50,2022
507,"Perth - South
West",WA,50701,Cockburn,35,11.62,5.53247409571778,6,17.1428571428571,2022
507,"Perth - South
West",WA,50702,Fremantle,15,11.51,4.40708683598695,2,13.3333333333333,2022
507,"Perth - South
West",WA,50703,Kwinana,13,11.17,8.73471686343152,1,7.69230769230769,2022
507,"Perth - South
West",WA,50704,Melville,28,12.59,4.23499324090308,17,60.7142857142857,2022
507,"Perth - South
West",WA,50705,Rockingham,40,10.49,6.61855353463817,0,0,2022
509,"Western
Australia -
Wheat Belt",WA,50901,Albany,17,9.96,4.72875522456854,0,0,2022
509,"Western
Australia -
Wheat Belt",WA,50902,"Wheat Belt -
North",18,11.61,2.87638334963574,7,38.8888888888889,2022
509,"Western
Australia -
Wheat Belt",WA,50903,"Wheat Belt -
South",11,11.18,3.8988546005301,3,27.2727272727273,2022
510,"Western
Australia -
Outback (North)",WA,51001,Kimberley,12,11.31,6.01939655017058,5,41.6666666666667,2022
510,"Western
Australia -
Outback (North)",WA,51002,East Pilbara,7,12.05,4.38640138828032,3,42.8571428571429,2022
510,"Western
Australia -
Outback (North)",WA,51003,West Pilbara,13,12.58,4.38229952509613,8,61.5384615384616,2022
511,"Western
Australia -
Outback (South)",WA,51101,Esperance,<5,NA,0,0,0,2022
511,"Western
Australia -
Outback (South)",WA,51102,Gascoyne,<5,NA,0,0,0,2022
511,"Western
Australia -
Outback (South)",WA,51103,Goldfields,10,11.72,7.08327326406585,3,30,2022
511,"Western
Australia -
Outback (South)",WA,51104,Mid West,16,10.94,5.6505667281346,2,12.5,2022
601,Hobart,TAS,60101,Brighton,<5,NA,0,0,0,2022
601,Hobart,TAS,60102,"Hobart - North
East",15,10.3,3.36040150564614,0,0,2022
601,Hobart,TAS,60103,"Hobart - North
West",10,10.49,4.60814828115958,0,0,2022
601,Hobart,TAS,60104,"Hobart - South
and West",7,9.66,5.4771923971019,0,0,2022
601,Hobart,TAS,60105,Hobart Inner,26,10.19,3.831668429506,0,0,2022
601,Hobart,TAS,60106,"Sorell - Dodges
Ferry",<5,NA,0,0,0,2022
602,"Launceston and
North East",TAS,60201,Launceston,25,10.7,2.7919067273804,2,8,2022
602,"Launceston and
North East",TAS,60202,"Meander Valley -
West Tamar",<5,NA,0,0,0,2022
602,"Launceston and
North East",TAS,60203,North East,9,9.4,3.21469505132014,0,0,2022
603,South East,TAS,60301,"Central Highlands
(Tas.)",<5,NA,0,0,0,2022
603,South East,TAS,60302,"Huon - Bruny
Island",5,9.3,5.56505003324958,0,0,2022
603,South East,TAS,60303,South East Coast,<5,NA,0,0,0,2022
604,"West and North
West",TAS,60401,"Burnie -
Ulverstone",13,9.55,2.64831016315645,0,0,2022
604,"West and North
West",TAS,60402,Devonport,7,9.88,-0.6848404291114,0,0,2022
604,"West and North
West",TAS,60403,West Coast,<5,NA,0,0,0,2022
701,Darwin,NT,70101,Darwin City,10,10.59,2.83450774314263,1,10,2022
701,Darwin,NT,70102,Darwin Suburbs,29,10.29,5.00108890700688,2,6.89655172413793,2022
701,Darwin,NT,70103,Litchfield,10,7.47,-5.2215375421426,0,0,2022
701,Darwin,NT,70104,Palmerston,20,10.29,3.5185276603058,0,0,2022
702,"Northern
Territory -
Outback",NT,70201,Alice Springs,24,6.89,-0.2618976032762,0,0,2022
702,"Northern
Territory -
Outback",NT,70202,Barkly,<5,NA,0,0,0,2022
702,"Northern
Territory -
Outback",NT,70203,"Daly - Tiwi - West
Arnhem",6,5.1,21.836256352722,0,0,2022
702,"Northern
Territory -
Outback",NT,70204,East Arnhem,6,7.26,-3.1058676021395,0,0,2022
702,"Northern
Territory -
Outback",NT,70205,Katherine,14,5.23,-6.2218161454803,0,0,2022
801,"Australian
Capital Territory",ACT,80101,Belconnen,35,12.07,2.93909981693056,13,37.1428571428572,2022
801,"Australian
Capital Territory",ACT,80103,Canberra East,<5,NA,0,0,0,2022
801,"Australian
Capital Territory",ACT,80104,Gungahlin,27,12.76,5.80681038153082,18,66.6666666666667,2022
801,"Australian
Capital Territory",ACT,80105,North Canberra,31,13.1,5.44939706498275,22,70.9677419354839,2022
801,"Australian
Capital Territory",ACT,80106,South Canberra,26,12.89,5.87238819572024,16,61.5384615384616,2022
801,"Australian
Capital Territory",ACT,80107,Tuggeranong,32,12.23,3.17385147369362,15,46.875,2022
801,"Australian
Capital Territory",ACT,80108,Weston Creek,7,12.18,4.68843975618199,3,42.8571428571429,2022
801,"Australian
Capital Territory",ACT,80109,Woden Valley,19,12.32,5.31450903013237,11,57.8947368421053,2022
801,"Australian
Capital Territory",ACT,80110,Molonglo,<5,NA,0,0,0,2022
901,Other Territories,"OTHER
TERRITORIES",90101,Christmas Island,<5,NA,0,0,0,2022
901,Other Territories,"OTHER
TERRITORIES",90103,Jervis Bay,<5,NA,0,0,0,2022
